product_id,product_name,super_category,category,brand,base_price,discount_percent,monthly_sales_volume,avg_rating,return_rate_percent,profit_margin_percent,is_perishable,shelf_life_days,launch_date
P00213,NaturePick Carrot,Fresh,Fruits & Vegetables,NaturePick,28,5,2009,3.2,36.62,37.82,Yes,11,2020-06-06
P00214,Sunfeast Roasted Peanuts,Snacks,Snacks & Biscuits,Sunfeast,165,15,1340,4.7,7.0,28.67,No,323,2023-11-12
P00215,Dove Hand Wash,Personal Care,Bath & Body,Dove,90,15,381,4.6,9.02,28.47,No,586,2021-10-30
P00217,Scotch-Brite Cling Wrap,Household,Kitchen Essentials,Scotch-Brite,82,10,247,3.8,26.35,37.68,No,578,2021-10-10
P00218,Britannia Banana Chips,Snacks,Snacks & Biscuits,Britannia,98,15,1023,4.5,10.31,38.69,No,621,2022-07-08
P00221,Thums Up Diet Soft Drink,Beverages,Cold Drinks & Juices,Thums Up,131,10,816,3.7,28.35,34.58,No,432,2024-01-16
P00222,Dabur Red Electric Toothbrush,Personal Care,Oral Care,Dabur Red,100,15,243,3.4,32.02,34.06,No,569,2021-11-05
P00223,Brooke Bond Herbal Tea,Beverages,Tea & Coffee,Brooke Bond,407,10,635,4.8,4.6,35.29,No,587,2021-10-15
P00224,Amul Ladoo,Snacks,Chocolates & Sweets,Amul,435,10,794,4.5,11.1,26.02,No,384,2023-04-27
P00225,Dettol Detergent Powder,Household,Cleaning & Laundry,Dettol,294,15,403,4.6,8.21,27.28,No,598,2023-10-10
P00226,Sprite Orange Juice,Beverages,Cold Drinks & Juices,Sprite,84,5,1423,3.9,23.13,33.26,No,670,2023-04-07
P00227,Tata Tea Instant Coffee,Beverages,Tea & Coffee,Tata Tea,468,20,644,4.3,14.25,28.47,No,543,2020-12-06
P00228,Lifebuoy Body Lotion,Personal Care,Bath & Body,Lifebuoy,209,15,208,3.2,36.78,32.34,No,711,2023-02-16
P00229,Lizol Bleach,Household,Cleaning & Laundry,Lizol,480,15,643,4.2,17.5,34.83,No,205,2022-09-15
P00230,Mother Dairy Buttermilk,Fresh,Dairy & Eggs,Mother Dairy,59,5,1330,3.7,27.37,36.9,Yes,12,2021-12-14
P00231,B Natural Iced Tea,Beverages,Cold Drinks & Juices,B Natural,101,0,667,3.3,36.13,39.66,No,531,2023-08-20
P00232,NaturePick Potato,Fresh,Fruits & Vegetables,NaturePick,64,20,1399,3.8,25.28,33.06,Yes,11,2023-07-13
P00233,Patanjali Rajma,Staples,"Atta, Rice & Dal",Patanjali,252,0,562,4.0,21.29,39.93,No,399,2021-02-25
P00234,Parle Roasted Peanuts,Snacks,Snacks & Biscuits,Parle,157,5,819,3.8,25.37,36.06,No,681,2022-12-16
P00237,Brooke Bond Instant Coffee,Beverages,Tea & Coffee,Brooke Bond,688,15,396,3.5,31.91,29.6,No,357,2023-02-10
P00238,Dhara Mustard Oil,Staples,Edible Oils & Ghee,Dhara,271,10,983,4.0,20.16,34.62,No,189,2022-09-19
P00239,24 Mantra Moong Dal,Staples,"Atta, Rice & Dal",24 Mantra,259,15,1022,4.4,13.33,37.49,No,211,2021-03-27
P00240,Sunfeast Cream Biscuits,Snacks,Snacks & Biscuits,Sunfeast,157,10,551,4.5,11.7,28.41,No,687,2023-01-30
P00241,Vim Detergent Liquid,Household,Cleaning & Laundry,Vim,455,20,155,4.5,11.32,36.72,No,615,2020-07-28
P00242,Lifebuoy Face Wash,Personal Care,Bath & Body,Lifebuoy,56,15,434,3.8,26.45,33.41,No,300,2021-04-30
P00244,Amul Milk Chocolate,Snacks,Chocolates & Sweets,Amul,349,10,651,3.7,28.57,25.22,No,277,2020-10-04
P00245,Thums Up Orange Juice,Beverages,Cold Drinks & Juices,Thums Up,53,5,534,4.4,14.49,28.58,No,582,2022-09-29
P00248,Dabur Red Toothpaste,Personal Care,Oral Care,Dabur Red,151,5,464,4.6,9.48,35.16,No,470,2021-11-22
P00250,Sprite Energy Drink,Beverages,Cold Drinks & Juices,Sprite,53,10,579,4.7,8.63,38.6,No,549,2021-05-27
P00251,Nandini Flavoured Milk,Fresh,Dairy & Eggs,Nandini,43,15,2066,3.7,28.1,36.49,Yes,6,2023-12-12
P00252,FreshBasket Onion,Fresh,Fruits & Vegetables,FreshBasket,39,5,1608,4.1,19.34,39.87,Yes,10,2020-09-03
P00253,Pepsi Iced Tea,Beverages,Cold Drinks & Juices,Pepsi,78,15,427,4.4,12.31,35.29,No,486,2020-10-07
P00256,Fortune Olive Oil,Staples,Edible Oils & Ghee,Fortune,334,20,779,4.2,17.82,28.31,No,207,2023-09-10
P00257,Sunfeast Popcorn,Snacks,Snacks & Biscuits,Sunfeast,120,10,1414,3.3,36.69,25.68,No,686,2022-03-01
P00258,Reliance Fresh Spinach,Fresh,Fruits & Vegetables,Reliance Fresh,38,20,885,4.9,4.8,38.03,Yes,14,2022-05-11
P00259,Parle Cookies,Snacks,Snacks & Biscuits,Parle,24,20,594,3.2,36.65,26.17,No,587,2022-11-03
P00260,Mars Rasgulla,Snacks,Chocolates & Sweets,Mars,461,0,592,4.1,19.85,35.84,No,497,2020-06-10
P00261,Lizol Fabric Softener,Household,Cleaning & Laundry,Lizol,480,20,630,4.5,11.95,30.35,No,497,2023-12-01
P00262,Sprite Soft Drink,Beverages,Cold Drinks & Juices,Sprite,42,15,534,4.0,21.83,35.36,No,359,2020-09-01
P00263,FarmFresh Apple,Fresh,Fruits & Vegetables,FarmFresh,147,10,1931,4.1,20.47,36.11,Yes,10,2020-09-16
P00264,Colgate Toothpaste,Personal Care,Oral Care,Colgate,135,15,375,4.1,18.79,25.38,No,258,2022-10-13
P00265,Continental Tea Powder,Beverages,Tea & Coffee,Continental,680,5,334,3.5,32.32,26.59,No,298,2021-04-12
P00266,Lifebuoy Bath Soap,Personal Care,Bath & Body,Lifebuoy,46,5,192,4.0,21.15,37.74,No,216,2023-02-06
P00269,Country Delight Milk,Fresh,Dairy & Eggs,Country Delight,81,10,1742,4.5,12.22,36.36,Yes,10,2023-04-26
P00270,Thums Up Mixed Fruit Juice,Beverages,Cold Drinks & Juices,Thums Up,21,15,367,3.6,29.04,27.43,No,189,2021-11-17
P00271,Mother Dairy Cheese,Fresh,Dairy & Eggs,Mother Dairy,82,20,1196,3.9,24.88,25.41,Yes,7,2023-12-28
P00272,Sunfeast Potato Chips,Snacks,Snacks & Biscuits,Sunfeast,153,15,1426,4.7,7.38,28.78,No,277,2022-11-01
P00273,Sundrop Sunflower Oil,Staples,Edible Oils & Ghee,Sundrop,143,15,940,4.8,4.71,36.08,No,502,2022-03-15
P00274,Closeup Mouthwash,Personal Care,Oral Care,Closeup,119,5,190,4.8,4.41,28.45,No,291,2020-11-14
P00276,Haldirams Banana Chips,Snacks,Snacks & Biscuits,Haldirams,195,10,1214,4.4,12.12,27.46,No,515,2020-10-30
P00277,FreshBasket Brinjal,Fresh,Fruits & Vegetables,FreshBasket,32,10,1842,4.6,8.52,25.72,Yes,12,2023-02-12
P00279,Red Label Filter Coffee,Beverages,Tea & Coffee,Red Label,696,20,289,4.8,4.22,25.04,No,382,2023-08-15
P00280,Tropicana Diet Soft Drink,Beverages,Cold Drinks & Juices,Tropicana,51,0,1074,3.3,36.77,33.51,No,584,2022-10-13
P00283,Harpic Detergent Powder,Household,Cleaning & Laundry,Harpic,447,15,555,4.5,11.03,31.51,No,509,2022-03-06
P00284,Balaji Potato Chips,Snacks,Snacks & Biscuits,Balaji,172,5,313,4.7,8.34,39.12,No,663,2022-12-20
P00286,Brooke Bond Coffee Beans,Beverages,Tea & Coffee,Brooke Bond,280,5,660,3.7,28.21,34.62,No,208,2023-12-11
P00288,Coca-Cola Diet Soft Drink,Beverages,Cold Drinks & Juices,Coca-Cola,79,20,684,3.2,37.43,35.03,No,386,2020-09-24
P00289,Britannia Marie Biscuits,Snacks,Snacks & Biscuits,Britannia,25,5,1581,4.4,12.42,38.32,No,718,2022-01-17
P00291,Nescafe Green Tea,Beverages,Tea & Coffee,Nescafe,328,20,310,3.8,26.2,35.58,No,361,2024-02-01
P00294,Heritage Paneer,Fresh,Dairy & Eggs,Heritage,207,0,947,3.6,28.32,39.98,Yes,11,2022-06-16
P00296,Real Soft Drink,Beverages,Cold Drinks & Juices,Real,25,10,840,4.8,4.22,37.44,No,564,2020-11-25
P00297,Pears Body Wash,Personal Care,Bath & Body,Pears,287,0,364,4.8,4.49,26.66,No,340,2020-04-19
P00299,NaturePick Lady Finger,Fresh,Fruits & Vegetables,NaturePick,145,5,652,3.8,25.28,35.58,Yes,14,2022-09-10
P00300,India Gate Atta,Staples,"Atta, Rice & Dal",India Gate,137,10,449,4.0,20.35,28.23,No,662,2022-09-28
P00301,Oral-B Toothpaste,Personal Care,Oral Care,Oral-B,189,15,264,3.8,25.14,37.2,No,225,2021-06-23
P00303,Paper Boat Soft Drink,Beverages,Cold Drinks & Juices,Paper Boat,127,20,1309,4.7,7.42,26.77,No,667,2021-09-04
P00304,Nandini Milk,Fresh,Dairy & Eggs,Nandini,60,15,1067,4.8,4.5,36.82,Yes,8,2020-09-15
P00305,Aavin Curd,Fresh,Dairy & Eggs,Aavin,81,5,2179,4.2,16.96,29.1,Yes,6,2020-06-27
P00306,Nescafe Instant Coffee,Beverages,Tea & Coffee,Nescafe,382,20,561,4.8,4.04,29.49,No,715,2022-05-09
P00308,Amul Rasgulla,Snacks,Chocolates & Sweets,Amul,442,15,620,4.2,16.11,35.87,No,327,2023-06-20
P00309,Prestige Aluminium Foil,Household,Kitchen Essentials,Prestige,209,5,112,4.5,12.76,26.55,No,200,2021-11-22
P00310,Ferrero Soan Papdi,Snacks,Chocolates & Sweets,Ferrero,150,5,315,3.7,28.23,28.39,No,508,2021-07-05
P00311,Oral-B Electric Toothbrush,Personal Care,Oral Care,Oral-B,72,5,553,3.6,30.47,28.89,No,708,2022-02-04
P00312,Organic India Orange,Fresh,Fruits & Vegetables,Organic India,149,15,914,4.5,11.57,31.47,Yes,7,2021-01-29
P00313,Aashirvaad Sona Masoori Rice,Staples,"Atta, Rice & Dal",Aashirvaad,283,0,802,4.4,12.82,27.65,No,697,2022-03-23
P00314,Lux Bath Soap,Personal Care,Bath & Body,Lux,230,15,588,4.0,22.88,32.88,No,538,2021-12-06
P00315,Emami Healthy & Tasty Olive Oil,Staples,Edible Oils & Ghee,Emami Healthy & Tasty,172,10,265,3.9,22.49,31.42,No,399,2021-03-29
P00316,Pears Conditioner,Personal Care,Bath & Body,Pears,249,20,131,4.7,8.9,29.77,No,665,2020-09-27
P00319,Oral-B Mouthwash,Personal Care,Oral Care,Oral-B,77,15,211,3.8,24.83,35.12,No,463,2021-06-18
P00321,24 Mantra Rajma,Staples,"Atta, Rice & Dal",24 Mantra,201,10,1048,3.9,24.21,31.25,No,374,2021-12-03
P00322,Fiama Talcum Powder,Personal Care,Bath & Body,Fiama,223,20,372,4.6,10.52,26.85,No,365,2021-08-24
P00323,Milky Mist Butter,Fresh,Dairy & Eggs,Milky Mist,215,20,1721,4.8,6.84,26.51,Yes,6,2021-03-31
P00324,Kurkure Cream Biscuits,Snacks,Snacks & Biscuits,Kurkure,104,10,798,4.2,17.39,38.23,No,234,2023-07-23
P00325,Tide Bleach,Household,Cleaning & Laundry,Tide,592,0,512,3.8,24.9,39.19,No,334,2020-10-08
P00326,Sundrop Rice Bran Oil,Staples,Edible Oils & Ghee,Sundrop,548,5,378,4.7,6.54,38.79,No,520,2023-07-16
P00328,FreshBasket Ginger,Fresh,Fruits & Vegetables,FreshBasket,129,15,1878,4.8,5.15,39.43,Yes,8,2024-02-05
P00329,Sunfeast Marie Biscuits,Snacks,Snacks & Biscuits,Sunfeast,24,0,1602,4.4,12.68,26.83,No,499,2020-09-21
P00330,Milky Mist Brown Eggs,Fresh,Dairy & Eggs,Milky Mist,72,0,2112,3.3,36.85,33.17,Yes,13,2023-05-06
P00331,Glad Paper Towels,Household,Kitchen Essentials,Glad,215,15,373,4.5,10.49,26.4,No,593,2020-02-09
P00332,Tata Sampann Chickpeas,Staples,"Atta, Rice & Dal",Tata Sampann,158,0,1164,3.5,31.1,30.24,No,218,2022-02-07
P00334,Girnar Tea Powder,Beverages,Tea & Coffee,Girnar,585,5,249,4.4,13.89,35.48,No,283,2023-09-18
P00336,India Gate Brown Rice,Staples,"Atta, Rice & Dal",India Gate,233,15,823,3.5,31.64,26.34,No,672,2021-11-08
P00337,Fortune Atta,Staples,"Atta, Rice & Dal",Fortune,106,20,1391,3.5,30.27,32.32,No,283,2021-06-08
P00338,Pears Talcum Powder,Personal Care,Bath & Body,Pears,175,15,172,3.4,32.52,39.41,No,477,2022-01-07
P00339,Oral-B Dental Floss,Personal Care,Oral Care,Oral-B,79,0,171,3.2,36.42,30.29,No,516,2022-01-02
P00341,Brooke Bond Filter Coffee,Beverages,Tea & Coffee,Brooke Bond,215,5,786,4.4,14.94,27.33,No,286,2022-05-02
P00343,B Natural Energy Drink,Beverages,Cold Drinks & Juices,B Natural,31,0,765,4.3,14.04,26.97,No,717,2023-03-26
P00344,Patanjali Hand Wash,Personal Care,Bath & Body,Patanjali,88,15,399,4.0,21.99,30.37,No,332,2023-02-17
P00351,Ariel Dishwash Liquid,Household,Cleaning & Laundry,Ariel,482,5,436,4.6,8.57,34.93,No,604,2020-04-05
P00352,Santoor Talcum Powder,Personal Care,Bath & Body,Santoor,298,5,413,3.2,38.21,31.7,No,623,2023-04-13
P00354,Harpic Dishwash Bar,Household,Cleaning & Laundry,Harpic,431,10,471,4.6,8.41,30.96,No,704,2021-09-04
P00356,Fiama Hand Wash,Personal Care,Bath & Body,Fiama,99,10,679,4.0,21.71,29.99,No,607,2023-10-12
P00358,Cadbury Milk Chocolate,Snacks,Chocolates & Sweets,Cadbury,352,5,772,4.1,19.08,33.21,No,409,2023-08-18
P00359,Milton Cling Wrap,Household,Kitchen Essentials,Milton,187,0,367,3.9,24.87,25.36,No,500,2023-02-04
P00362,Pigeon Aluminium Foil,Household,Kitchen Essentials,Pigeon,278,5,91,3.5,30.97,39.24,No,488,2022-10-01
P00364,Balaji Bhujia,Snacks,Snacks & Biscuits,Balaji,104,10,856,3.6,30.26,32.04,No,189,2020-08-22
P00366,Girnar Instant Coffee,Beverages,Tea & Coffee,Girnar,125,20,574,4.1,19.53,32.7,No,483,2023-08-27
P00367,Fortune Coconut Oil,Staples,Edible Oils & Ghee,Fortune,178,5,954,4.1,18.02,39.02,No,398,2023-11-04
P00370,LocalFarm Ginger,Fresh,Fruits & Vegetables,LocalFarm,31,0,2077,4.8,4.32,28.19,Yes,9,2023-05-27
P00371,Aavin Ghee,Fresh,Dairy & Eggs,Aavin,131,0,1319,3.5,30.66,28.8,Yes,13,2021-08-27
P00373,Tide Dishwash Bar,Household,Cleaning & Laundry,Tide,432,5,423,4.7,8.55,37.86,No,368,2021-03-28
P00375,Ariel Dishwash Bar,Household,Cleaning & Laundry,Ariel,336,0,273,4.4,13.46,35.04,No,311,2023-10-06
P00377,Prestige Garbage Bags,Household,Kitchen Essentials,Prestige,126,0,349,3.6,28.66,28.9,No,626,2021-07-20
P00378,Lays Marie Biscuits,Snacks,Snacks & Biscuits,Lays,138,15,919,4.5,11.46,38.37,No,263,2021-07-28
P00379,Fortune Brown Rice,Staples,"Atta, Rice & Dal",Fortune,422,0,223,4.6,9.89,27.81,No,594,2023-04-23
P00380,Daawat Masoor Dal,Staples,"Atta, Rice & Dal",Daawat,328,20,1083,4.3,14.45,34.11,No,477,2020-10-01
P00383,India Gate Rajma,Staples,"Atta, Rice & Dal",India Gate,315,10,883,4.0,21.36,39.3,No,511,2020-07-30
P00384,Dabur Red Mouthwash,Personal Care,Oral Care,Dabur Red,189,20,265,3.8,25.14,31.19,No,259,2022-11-24
P00387,Saffola Desi Ghee,Staples,Edible Oils & Ghee,Saffola,196,15,916,4.0,20.63,37.58,No,600,2020-02-15
P00388,Tata Sampann Basmati Rice,Staples,"Atta, Rice & Dal",Tata Sampann,118,20,399,4.7,6.44,37.51,No,364,2022-11-24
P00389,Pepsi Orange Juice,Beverages,Cold Drinks & Juices,Pepsi,75,15,1381,4.9,4.6,37.44,No,600,2023-05-15
P00390,Daawat Urad Dal,Staples,"Atta, Rice & Dal",Daawat,135,10,1183,4.2,16.21,34.33,No,315,2020-08-10
P00394,Emami Healthy & Tasty Rice Bran Oil,Staples,Edible Oils & Ghee,Emami Healthy & Tasty,318,0,425,4.2,17.63,36.13,No,185,2023-12-23
P00395,Patanjali Body Wash,Personal Care,Bath & Body,Patanjali,43,15,380,4.4,12.95,34.56,No,338,2022-05-22
P00397,Pigeon Cling Wrap,Household,Kitchen Essentials,Pigeon,287,10,276,4.2,18.32,34.03,No,321,2023-09-12
P00398,Reliance Fresh Cabbage,Fresh,Fruits & Vegetables,Reliance Fresh,61,0,1405,4.1,20.36,27.98,Yes,14,2023-11-28
P00399,Santoor Shampoo,Personal Care,Bath & Body,Santoor,42,0,281,4.0,21.8,38.67,No,449,2021-03-30
P00403,Ariel Detergent Powder,Household,Cleaning & Laundry,Ariel,172,20,452,4.4,13.68,31.26,No,535,2021-07-20
P00404,Patanjali Chana Dal,Staples,"Atta, Rice & Dal",Patanjali,344,0,604,3.5,31.52,31.62,No,695,2021-08-25
P00409,Fiama Conditioner,Personal Care,Bath & Body,Fiama,163,10,305,3.6,30.5,27.45,No,544,2020-11-15
P00410,Reliance Fresh Orange,Fresh,Fruits & Vegetables,Reliance Fresh,146,20,585,4.5,11.62,39.36,Yes,12,2022-01-30
P00412,Patanjali Masoor Dal,Staples,"Atta, Rice & Dal",Patanjali,294,20,324,4.1,19.18,29.7,No,358,2022-07-25
P00413,Amul Fresh Cream,Fresh,Dairy & Eggs,Amul,33,5,1454,4.2,16.98,30.82,Yes,9,2021-01-18
P00417,Sensodyne Dental Floss,Personal Care,Oral Care,Sensodyne,114,20,693,3.3,34.3,37.55,No,400,2021-06-04
P00418,Tropicana Iced Tea,Beverages,Cold Drinks & Juices,Tropicana,86,10,863,4.2,18.8,36.14,No,200,2022-04-23
P00419,Heritage Flavoured Milk,Fresh,Dairy & Eggs,Heritage,177,20,1687,4.3,14.52,28.29,Yes,10,2021-10-27
P00425,Patanjali Shampoo,Personal Care,Bath & Body,Patanjali,127,0,153,4.3,16.58,35.12,No,667,2022-08-14
P00429,Wagh Bakri Instant Coffee,Beverages,Tea & Coffee,Wagh Bakri,107,20,579,3.5,32.65,33.44,No,435,2020-11-30
P00437,Nestle Soan Papdi,Snacks,Chocolates & Sweets,Nestle,419,0,781,4.3,16.92,36.46,No,624,2021-10-26
P00439,Ariel Floor Cleaner,Household,Cleaning & Laundry,Ariel,334,5,534,3.4,33.86,26.04,No,241,2020-05-02
P00440,Parle Popcorn,Snacks,Snacks & Biscuits,Parle,52,15,879,3.7,27.68,30.33,No,535,2022-06-17
P00442,Dabur Red Toothbrush,Personal Care,Oral Care,Dabur Red,97,20,495,3.8,25.41,26.99,No,344,2020-05-21
P00443,Vim Bleach,Household,Cleaning & Laundry,Vim,349,20,467,4.0,22.33,32.41,No,369,2020-02-08
P00446,FreshBasket Grapes,Fresh,Fruits & Vegetables,FreshBasket,69,0,758,4.2,18.51,30.13,Yes,13,2023-07-01
P00447,Sensodyne Toothpaste,Personal Care,Oral Care,Sensodyne,106,20,213,3.2,38.76,30.16,No,261,2022-08-16
P00449,LocalFarm Coriander,Fresh,Fruits & Vegetables,LocalFarm,45,5,2724,3.9,22.58,30.16,Yes,14,2023-07-04
P00452,Nescafe Coffee Beans,Beverages,Tea & Coffee,Nescafe,346,20,658,3.6,30.3,26.11,No,440,2022-01-07
P00454,Aashirvaad Toor Dal,Staples,"Atta, Rice & Dal",Aashirvaad,445,10,996,4.1,19.71,31.42,No,276,2020-03-18
P00456,Kohinoor Chickpeas,Staples,"Atta, Rice & Dal",Kohinoor,455,15,465,4.0,22.7,29.46,No,277,2023-05-04
P00459,Dove Shampoo,Personal Care,Bath & Body,Dove,241,15,576,4.2,16.27,33.52,No,583,2020-10-30
P00460,Freedom Sunflower Oil,Staples,Edible Oils & Ghee,Freedom,130,20,697,3.6,29.2,33.48,No,313,2020-10-03
P00462,Kurkure Banana Chips,Snacks,Snacks & Biscuits,Kurkure,128,10,894,3.5,31.03,30.17,No,492,2020-12-12
P00463,Ferrero Milk Chocolate,Snacks,Chocolates & Sweets,Ferrero,95,5,393,4.4,12.47,29.07,No,267,2020-08-18
P00464,Patanjali Conditioner,Personal Care,Bath & Body,Patanjali,115,10,149,3.8,26.41,35.43,No,662,2020-02-16
P00467,Paper Boat Diet Soft Drink,Beverages,Cold Drinks & Juices,Paper Boat,89,10,428,3.2,38.6,30.26,No,416,2022-02-18
P00468,Dettol Floor Cleaner,Household,Cleaning & Laundry,Dettol,170,5,325,4.1,19.37,26.11,No,202,2020-03-22
P00469,Freedom Mustard Oil,Staples,Edible Oils & Ghee,Freedom,482,5,189,3.8,25.06,30.62,No,421,2022-10-23
P00472,Rin Dishwash Liquid,Household,Cleaning & Laundry,Rin,287,5,391,4.4,14.7,26.36,No,620,2020-10-24
P00474,Girnar Herbal Tea,Beverages,Tea & Coffee,Girnar,255,5,230,3.4,32.08,25.21,No,453,2023-05-25
P00475,Tide Dishwash Liquid,Household,Cleaning & Laundry,Tide,106,10,231,4.4,13.43,32.46,No,660,2023-12-29
P00477,Sprite Mixed Fruit Juice,Beverages,Cold Drinks & Juices,Sprite,36,5,1127,4.7,7.47,35.14,No,648,2021-05-20
P00483,Mars Milk Chocolate,Snacks,Chocolates & Sweets,Mars,176,0,278,4.4,13.9,38.72,No,573,2024-01-28
P00484,Harpic Toilet Cleaner,Household,Cleaning & Laundry,Harpic,124,5,470,4.2,17.98,37.75,No,328,2021-01-01
P00485,Pears Body Lotion,Personal Care,Bath & Body,Pears,198,15,366,4.3,14.35,38.03,No,387,2020-01-08
P00488,Kohinoor Atta,Staples,"Atta, Rice & Dal",Kohinoor,68,5,359,4.3,16.51,35.53,No,269,2020-04-10
P00490,Red Label Tea Powder,Beverages,Tea & Coffee,Red Label,406,10,437,4.7,8.46,28.62,No,246,2021-08-22
P00491,Real Diet Soft Drink,Beverages,Cold Drinks & Juices,Real,104,20,961,4.1,20.09,30.82,No,291,2023-03-16
P00494,Lifebuoy Conditioner,Personal Care,Bath & Body,Lifebuoy,252,15,145,3.8,25.68,30.44,No,191,2023-08-04
P00495,Emami Healthy & Tasty Mustard Oil,Staples,Edible Oils & Ghee,Emami Healthy & Tasty,149,10,541,4.1,18.97,39.91,No,521,2021-11-30
P00496,Sprite Fruit Juice,Beverages,Cold Drinks & Juices,Sprite,104,10,1308,4.0,21.42,39.47,No,319,2022-09-13
P00499,Fortune Desi Ghee,Staples,Edible Oils & Ghee,Fortune,427,15,713,4.1,18.5,30.92,No,371,2023-05-03
P00502,24 Mantra Toor Dal,Staples,"Atta, Rice & Dal",24 Mantra,425,20,715,4.5,10.43,26.92,No,708,2023-10-17
P00503,Aashirvaad Chickpeas,Staples,"Atta, Rice & Dal",Aashirvaad,285,15,1183,3.4,32.93,39.34,No,269,2021-11-13
P00507,Nestle Chocolate Bar,Snacks,Chocolates & Sweets,Nestle,79,15,1192,4.3,14.32,39.19,No,616,2022-03-13
P00509,Dettol Detergent Liquid,Household,Cleaning & Laundry,Dettol,179,15,460,4.4,14.13,33.02,No,417,2021-04-03
P00513,Fortune Rice Bran Oil,Staples,Edible Oils & Ghee,Fortune,428,5,804,4.4,13.29,25.3,No,530,2023-01-20
P00514,Fiama Shampoo,Personal Care,Bath & Body,Fiama,79,20,672,3.4,33.79,35.11,No,279,2022-06-30
P00517,Sundrop Mustard Oil,Staples,Edible Oils & Ghee,Sundrop,391,15,815,4.9,3.03,38.66,No,188,2023-06-06
P00519,Kurkure Bhujia,Snacks,Snacks & Biscuits,Kurkure,199,20,842,4.3,16.14,33.91,No,625,2023-01-21
P00520,Tata Sampann Chana Dal,Staples,"Atta, Rice & Dal",Tata Sampann,146,20,1113,4.6,9.08,33.74,No,475,2023-10-04
P00522,Freedom Desi Ghee,Staples,Edible Oils & Ghee,Freedom,515,20,330,4.0,21.27,27.7,No,573,2021-12-28
P00523,Aashirvaad Moong Dal,Staples,"Atta, Rice & Dal",Aashirvaad,345,15,635,4.4,12.81,26.1,No,555,2020-03-09
P00526,Dettol Bleach,Household,Cleaning & Laundry,Dettol,560,20,355,3.9,24.88,28.03,No,476,2020-12-09
P00527,Milky Mist White Eggs,Fresh,Dairy & Eggs,Milky Mist,45,15,1958,3.5,30.15,25.16,Yes,14,2020-02-25
