product_id,product_name,super_category,category,brand,base_price,discount_percent,monthly_sales_volume,avg_rating,return_rate_percent,profit_margin_percent,is_perishable,shelf_life_days,launch_date
P00529,FarmFresh Ginger,Fresh,Fruits & Vegetables,FarmFresh,58,15,2190,4.6,8.78,29.48,Yes,12,2021-01-05
P00534,Pigeon Garbage Bags,Household,Kitchen Essentials,Pigeon,176,0,276,4.3,15.17,28.4,No,427,2023-10-08
P00535,Rin Floor Cleaner,Household,Cleaning & Laundry,Rin,400,20,136,4.3,16.5,39.82,No,280,2022-12-11
P00537,Fortune Chickpeas,Staples,"Atta, Rice & Dal",Fortune,94,20,607,3.8,26.29,30.28,No,369,2020-08-15
P00538,Pears Face Wash,Personal Care,Bath & Body,Pears,279,0,385,4.8,4.83,33.59,No,511,2021-06-11
P00539,Aashirvaad Brown Rice,Staples,"Atta, Rice & Dal",Aashirvaad,245,15,883,4.9,2.77,27.81,No,362,2022-06-21
P00540,Aavin Paneer,Fresh,Dairy & Eggs,Aavin,75,15,908,3.4,34.31,36.72,Yes,6,2022-06-23
P00543,Bru Herbal Tea,Beverages,Tea & Coffee,Bru,171,20,398,3.2,38.86,27.73,No,673,2020-09-05
P00546,Nandini Paneer,Fresh,Dairy & Eggs,Nandini,39,5,732,4.4,13.78,32.67,Yes,6,2023-01-12
P00547,Dabur Red Dental Floss,Personal Care,Oral Care,Dabur Red,165,0,137,3.8,25.01,29.18,No,595,2020-08-30
P00550,Fortune Multigrain Atta,Staples,"Atta, Rice & Dal",Fortune,304,20,659,3.3,34.61,34.94,No,591,2021-10-26
P00551,FarmFresh Capsicum,Fresh,Fruits & Vegetables,FarmFresh,31,20,1606,3.8,24.36,37.87,Yes,11,2020-12-10
P00552,Pepsodent Electric Toothbrush,Personal Care,Oral Care,Pepsodent,162,5,573,3.3,34.3,27.29,No,565,2020-11-19
P00553,Amul Curd,Fresh,Dairy & Eggs,Amul,31,5,871,4.4,13.78,35.74,Yes,12,2023-11-18
P00555,Tropicana Orange Juice,Beverages,Cold Drinks & Juices,Tropicana,127,0,953,3.6,28.35,32.05,No,277,2023-06-21
P00558,FarmFresh Green Chilli,Fresh,Fruits & Vegetables,FarmFresh,60,0,2340,4.1,18.21,36.47,Yes,12,2023-04-28
P00560,24 Mantra Chana Dal,Staples,"Atta, Rice & Dal",24 Mantra,77,15,626,3.6,29.83,37.32,No,562,2020-10-06
P00561,Real Apple Juice,Beverages,Cold Drinks & Juices,Real,71,10,490,3.3,35.71,35.79,No,293,2022-08-11
P00563,Harpic Detergent Liquid,Household,Cleaning & Laundry,Harpic,580,5,481,4.0,21.39,39.78,No,618,2021-05-20
P00567,Thums Up Energy Drink,Beverages,Cold Drinks & Juices,Thums Up,114,15,1357,4.3,16.58,38.94,No,520,2022-12-23
P00568,Milky Mist Buttermilk,Fresh,Dairy & Eggs,Milky Mist,208,20,1400,4.2,16.62,29.73,Yes,14,2021-11-18
P00570,Pears Shampoo,Personal Care,Bath & Body,Pears,162,20,241,4.3,16.21,28.72,No,394,2021-04-06
P00571,Haldirams Soan Papdi,Snacks,Chocolates & Sweets,Haldirams,483,10,186,3.3,35.04,32.71,No,719,2020-09-08
P00576,Haldirams Cream Biscuits,Snacks,Snacks & Biscuits,Haldirams,86,5,1197,3.8,24.86,27.31,No,331,2021-12-24
P00577,Haldirams Milk Chocolate,Snacks,Chocolates & Sweets,Haldirams,214,20,489,3.5,30.53,29.38,No,337,2020-11-26
P00582,Fortune Mustard Oil,Staples,Edible Oils & Ghee,Fortune,414,0,631,4.3,15.75,36.67,No,464,2021-02-04
P00583,FreshBasket Green Chilli,Fresh,Fruits & Vegetables,FreshBasket,42,20,2487,3.5,30.95,30.93,Yes,5,2023-09-27
P00586,Tide Fabric Softener,Household,Cleaning & Laundry,Tide,390,15,569,4.9,2.2,25.6,No,564,2020-06-30
P00587,Milky Mist Flavoured Milk,Fresh,Dairy & Eggs,Milky Mist,136,5,1495,4.0,21.7,26.28,Yes,8,2021-01-15
P00588,Continental Instant Coffee,Beverages,Tea & Coffee,Continental,143,10,742,3.7,27.68,33.05,No,207,2020-01-06
P00590,Mother Dairy Ghee,Fresh,Dairy & Eggs,Mother Dairy,183,10,1443,4.0,21.31,36.13,Yes,12,2023-11-22
P00591,Amul Brown Eggs,Fresh,Dairy & Eggs,Amul,246,10,676,4.2,16.44,33.09,Yes,7,2022-01-01
P00592,Kohinoor Brown Rice,Staples,"Atta, Rice & Dal",Kohinoor,264,10,339,3.7,27.59,25.95,No,706,2021-01-31
P00595,Sunfeast Banana Chips,Snacks,Snacks & Biscuits,Sunfeast,59,20,871,4.6,10.39,31.63,No,718,2022-12-25
P00596,Santoor Body Lotion,Personal Care,Bath & Body,Santoor,79,0,254,4.8,5.44,35.33,No,551,2020-10-11
P00597,Girnar Green Tea,Beverages,Tea & Coffee,Girnar,129,0,349,3.4,34.08,29.68,No,494,2020-09-13
P00598,Patanjali Multigrain Atta,Staples,"Atta, Rice & Dal",Patanjali,403,0,311,3.2,37.45,33.53,No,381,2020-08-08
P00599,LocalFarm Spinach,Fresh,Fruits & Vegetables,LocalFarm,84,0,831,3.7,26.03,38.55,Yes,6,2023-05-17
P00600,Kohinoor Basmati Rice,Staples,"Atta, Rice & Dal",Kohinoor,64,0,567,4.6,10.83,25.77,No,536,2021-12-22
P00601,Fortune Masoor Dal,Staples,"Atta, Rice & Dal",Fortune,100,20,350,4.1,20.15,25.54,No,355,2023-01-05
P00602,NaturePick Onion,Fresh,Fruits & Vegetables,NaturePick,141,10,1049,3.9,24.87,37.29,Yes,10,2022-02-16
P00604,Balaji Banana Chips,Snacks,Snacks & Biscuits,Balaji,146,0,841,3.7,27.8,35.32,No,634,2021-04-07
P00610,Lays Banana Chips,Snacks,Snacks & Biscuits,Lays,139,5,751,4.3,15.47,36.07,No,531,2023-01-12
P00612,Glad Food Storage Bags,Household,Kitchen Essentials,Glad,291,15,162,3.7,27.17,28.54,No,682,2023-09-13
P00614,Britannia Potato Chips,Snacks,Snacks & Biscuits,Britannia,52,10,1077,4.6,9.75,28.52,No,529,2022-02-18
P00615,Country Delight Fresh Cream,Fresh,Dairy & Eggs,Country Delight,135,10,690,4.3,14.74,30.28,Yes,14,2020-06-22
P00616,Dove Face Wash,Personal Care,Bath & Body,Dove,212,5,126,4.1,18.11,30.13,No,612,2023-03-09
P00618,FreshBasket Capsicum,Fresh,Fruits & Vegetables,FreshBasket,148,10,968,4.2,17.09,33.46,Yes,12,2023-07-25
P00619,Organic India Cucumber,Fresh,Fruits & Vegetables,Organic India,32,10,2416,4.6,9.87,25.62,Yes,14,2020-07-13
P00621,Bru Green Tea,Beverages,Tea & Coffee,Bru,511,10,603,4.1,20.01,31.79,No,199,2023-07-09
P00622,Lux Talcum Powder,Personal Care,Bath & Body,Lux,279,10,471,4.6,10.56,26.4,No,241,2022-12-05
P00623,Dhara Rice Bran Oil,Staples,Edible Oils & Ghee,Dhara,326,5,825,4.4,12.9,33.47,No,506,2020-05-11
P00626,Nandini Cheese,Fresh,Dairy & Eggs,Nandini,194,0,1502,4.0,20.06,27.11,Yes,6,2021-10-04
P00630,Kurkure Marie Biscuits,Snacks,Snacks & Biscuits,Kurkure,141,5,722,4.7,8.81,34.55,No,556,2021-09-23
P00631,Reliance Fresh Banana,Fresh,Fruits & Vegetables,Reliance Fresh,81,10,2010,3.7,28.88,34.56,Yes,6,2022-12-31
P00633,Bru Coffee Beans,Beverages,Tea & Coffee,Bru,134,10,231,4.6,10.82,32.93,No,602,2021-11-12
P00636,Tata Sampann Masoor Dal,Staples,"Atta, Rice & Dal",Tata Sampann,483,20,811,4.5,10.96,32.82,No,316,2021-06-17
P00638,FreshBasket Orange,Fresh,Fruits & Vegetables,FreshBasket,70,10,1309,3.3,35.85,31.0,Yes,7,2020-07-01
P00640,Daawat Sona Masoori Rice,Staples,"Atta, Rice & Dal",Daawat,197,15,1020,3.4,34.57,31.0,No,469,2024-01-28
P00646,Nescafe Filter Coffee,Beverages,Tea & Coffee,Nescafe,540,10,312,4.2,18.28,36.04,No,500,2022-06-11
P00648,LocalFarm Tomato,Fresh,Fruits & Vegetables,LocalFarm,140,10,994,4.4,13.31,25.07,Yes,12,2020-03-24
P00650,Bingo Namkeen Mix,Snacks,Snacks & Biscuits,Bingo,164,20,650,4.2,18.91,32.11,No,364,2022-05-02
P00652,Amul Butter,Fresh,Dairy & Eggs,Amul,50,15,2473,4.4,13.44,30.58,Yes,9,2023-05-01
P00654,NaturePick Green Chilli,Fresh,Fruits & Vegetables,NaturePick,117,0,1673,3.6,28.72,28.44,Yes,11,2020-07-01
P00655,FreshBasket Tomato,Fresh,Fruits & Vegetables,FreshBasket,123,10,1038,3.4,33.47,33.51,Yes,9,2023-11-03
P00658,Patanjali Talcum Powder,Personal Care,Bath & Body,Patanjali,82,10,605,3.9,24.72,32.84,No,332,2020-09-18
P00662,Brooke Bond Masala Tea,Beverages,Tea & Coffee,Brooke Bond,316,5,196,4.5,11.81,26.93,No,288,2022-06-07
P00664,Prestige Food Storage Bags,Household,Kitchen Essentials,Prestige,194,0,169,3.4,32.57,27.76,No,372,2020-02-24
P00665,Dhara Olive Oil,Staples,Edible Oils & Ghee,Dhara,327,15,973,4.3,16.37,37.14,No,488,2022-08-07
P00667,Real Mixed Fruit Juice,Beverages,Cold Drinks & Juices,Real,120,0,668,3.2,37.89,29.3,No,605,2022-10-12
P00668,Closeup Toothpaste,Personal Care,Oral Care,Closeup,152,15,572,4.2,17.83,29.82,No,679,2021-04-19
P00669,Santoor Bath Soap,Personal Care,Bath & Body,Santoor,201,20,182,3.7,27.94,26.66,No,299,2022-10-10
P00670,Prestige Paper Towels,Household,Kitchen Essentials,Prestige,50,5,382,4.4,13.41,33.42,No,699,2021-03-25
P00673,Britannia Bhujia,Snacks,Snacks & Biscuits,Britannia,24,10,960,3.8,24.48,27.58,No,695,2020-03-06
P00677,Tropicana Fruit Juice,Beverages,Cold Drinks & Juices,Tropicana,105,5,412,4.6,9.32,33.76,No,186,2021-05-17
P00679,Glad Cling Wrap,Household,Kitchen Essentials,Glad,259,15,380,4.7,8.86,32.26,No,550,2020-03-01
P00682,Nandini Brown Eggs,Fresh,Dairy & Eggs,Nandini,209,15,1202,4.3,16.66,30.64,Yes,14,2023-08-28
P00685,Mars Dark Chocolate,Snacks,Chocolates & Sweets,Mars,111,10,465,4.3,15.06,39.29,No,307,2022-07-08
P00686,Balaji Cookies,Snacks,Snacks & Biscuits,Balaji,80,20,1518,4.4,14.81,30.01,No,419,2021-12-18
P00688,FreshBasket Cauliflower,Fresh,Fruits & Vegetables,FreshBasket,40,0,941,3.9,22.39,36.78,Yes,6,2022-01-26
P00692,Country Delight Cheese,Fresh,Dairy & Eggs,Country Delight,107,10,1517,3.2,36.43,28.24,Yes,11,2020-04-09
P00694,Ferrero Gulab Jamun,Snacks,Chocolates & Sweets,Ferrero,536,20,249,4.5,11.51,33.09,No,640,2023-09-28
P00699,Coca-Cola Energy Drink,Beverages,Cold Drinks & Juices,Coca-Cola,101,15,675,3.4,34.94,31.87,No,472,2020-10-21
P00703,Coca-Cola Iced Tea,Beverages,Cold Drinks & Juices,Coca-Cola,124,5,235,3.7,28.89,29.87,No,432,2023-02-10
P00704,Patanjali Face Wash,Personal Care,Bath & Body,Patanjali,248,15,176,4.6,9.5,28.26,No,325,2022-02-03
P00705,Harpic Dishwash Liquid,Household,Cleaning & Laundry,Harpic,542,0,96,4.6,10.88,30.69,No,351,2020-01-02
P00706,Milky Mist Cheese,Fresh,Dairy & Eggs,Milky Mist,244,15,968,4.6,8.64,27.39,Yes,9,2020-04-03
P00709,Britannia Namkeen Mix,Snacks,Snacks & Biscuits,Britannia,175,15,297,4.7,8.02,33.8,No,680,2022-03-15
P00710,Surf Excel Detergent Liquid,Household,Cleaning & Laundry,Surf Excel,535,0,328,4.9,3.13,30.98,No,576,2020-12-28
P00714,Rin Detergent Liquid,Household,Cleaning & Laundry,Rin,345,20,342,4.7,8.19,35.88,No,203,2023-11-20
P00717,Country Delight Paneer,Fresh,Dairy & Eggs,Country Delight,50,20,2512,3.2,38.21,25.32,Yes,11,2020-06-01
P00719,India Gate Chana Dal,Staples,"Atta, Rice & Dal",India Gate,224,0,806,4.1,18.71,38.91,No,629,2020-07-14
P00721,Paper Boat Orange Juice,Beverages,Cold Drinks & Juices,Paper Boat,36,0,1525,3.3,34.16,27.25,No,591,2020-07-15
P00725,Pigeon Kitchen Towels,Household,Kitchen Essentials,Pigeon,199,20,557,4.5,10.44,35.37,No,531,2021-08-19
P00726,Haldirams Popcorn,Snacks,Snacks & Biscuits,Haldirams,34,5,1393,4.6,9.68,39.18,No,532,2021-02-04
P00727,Kohinoor Multigrain Atta,Staples,"Atta, Rice & Dal",Kohinoor,146,15,1243,4.2,16.99,31.32,No,523,2023-06-15
P00728,Nestle Gulab Jamun,Snacks,Chocolates & Sweets,Nestle,157,15,1100,4.5,10.13,36.71,No,183,2023-08-01
P00730,LocalFarm Brinjal,Fresh,Fruits & Vegetables,LocalFarm,49,5,1799,3.9,23.89,26.31,Yes,10,2020-03-30
P00731,Organic India Onion,Fresh,Fruits & Vegetables,Organic India,64,5,1615,4.4,13.02,31.69,Yes,7,2021-02-05
P00735,Rin Dishwash Bar,Household,Cleaning & Laundry,Rin,415,5,153,4.3,14.84,38.1,No,700,2023-04-11
P00736,B Natural Diet Soft Drink,Beverages,Cold Drinks & Juices,B Natural,36,5,1260,3.9,24.65,28.72,No,563,2022-10-18
P00741,Milky Mist Curd,Fresh,Dairy & Eggs,Milky Mist,245,20,1234,4.1,18.23,35.85,Yes,8,2020-07-20
P00747,Sensodyne Electric Toothbrush,Personal Care,Oral Care,Sensodyne,133,20,157,4.2,16.1,37.91,No,518,2023-03-09
P00750,Heritage Cheese,Fresh,Dairy & Eggs,Heritage,89,10,1898,4.1,19.36,34.47,Yes,5,2020-12-17
P00753,24 Mantra Basmati Rice,Staples,"Atta, Rice & Dal",24 Mantra,82,15,842,4.1,20.73,26.82,No,651,2022-08-05
P00755,Patanjali Urad Dal,Staples,"Atta, Rice & Dal",Patanjali,284,15,584,4.4,12.29,29.52,No,224,2021-05-05
P00756,Sundrop Olive Oil,Staples,Edible Oils & Ghee,Sundrop,378,0,721,4.4,14.71,26.37,No,601,2023-02-06
P00757,Mother Dairy Curd,Fresh,Dairy & Eggs,Mother Dairy,159,10,1239,4.0,20.76,32.41,Yes,12,2020-02-24
P00766,Fortune Groundnut Oil,Staples,Edible Oils & Ghee,Fortune,365,20,550,3.3,36.66,33.83,No,691,2020-07-27
P00768,Coca-Cola Apple Juice,Beverages,Cold Drinks & Juices,Coca-Cola,134,15,968,4.3,14.7,31.19,No,193,2021-04-21
P00770,24 Mantra Sona Masoori Rice,Staples,"Atta, Rice & Dal",24 Mantra,428,10,407,3.7,27.93,28.59,No,713,2022-04-29
P00780,Daawat Moong Dal,Staples,"Atta, Rice & Dal",Daawat,444,10,935,4.4,13.9,34.48,No,239,2023-08-26
P00783,FreshBasket Lady Finger,Fresh,Fruits & Vegetables,FreshBasket,40,20,1630,4.7,6.5,33.6,Yes,9,2022-10-22
P00785,Fiama Body Lotion,Personal Care,Bath & Body,Fiama,197,0,237,4.6,8.0,38.95,No,607,2022-12-11
P00789,Organic India Banana,Fresh,Fruits & Vegetables,Organic India,21,20,1063,3.4,33.57,39.9,Yes,14,2022-12-01
P00792,Fortune Urad Dal,Staples,"Atta, Rice & Dal",Fortune,494,20,611,4.8,6.25,36.27,No,642,2023-06-20
P00796,B Natural Orange Juice,Beverages,Cold Drinks & Juices,B Natural,63,15,499,4.0,21.62,36.35,No,354,2023-09-13
P00798,B Natural Fruit Juice,Beverages,Cold Drinks & Juices,B Natural,43,10,724,4.8,6.3,31.0,No,531,2022-02-11
P00806,Glad Aluminium Foil,Household,Kitchen Essentials,Glad,205,20,130,4.6,10.13,33.14,No,347,2023-03-28
P00812,Patanjali Rice Bran Oil,Staples,Edible Oils & Ghee,Patanjali,524,10,586,3.4,32.98,29.29,No,369,2022-04-10
P00814,Lifebuoy Shampoo,Personal Care,Bath & Body,Lifebuoy,132,0,591,4.0,20.94,39.41,No,391,2023-08-29
P00818,Vim Floor Cleaner,Household,Cleaning & Laundry,Vim,211,20,580,3.3,34.76,34.27,No,347,2022-03-30
P00820,Haldirams Digestive Biscuits,Snacks,Snacks & Biscuits,Haldirams,100,15,1053,3.2,37.81,38.84,No,307,2022-12-24
P00822,FarmFresh Lady Finger,Fresh,Fruits & Vegetables,FarmFresh,116,0,901,3.5,32.18,35.41,Yes,12,2020-07-14
P00823,Milton Food Storage Bags,Household,Kitchen Essentials,Milton,184,20,330,4.2,18.69,37.44,No,578,2021-01-05
P00824,Haldirams Kaju Katli,Snacks,Chocolates & Sweets,Haldirams,180,10,198,4.4,14.14,30.14,No,326,2022-02-14
P00826,Haldirams Rasgulla,Snacks,Chocolates & Sweets,Haldirams,284,10,744,4.7,8.84,33.9,No,500,2020-07-03
P00830,Tata Sampann Toor Dal,Staples,"Atta, Rice & Dal",Tata Sampann,313,10,327,3.9,23.14,34.4,No,295,2021-11-23
P00832,Lays Cookies,Snacks,Snacks & Biscuits,Lays,34,10,414,4.2,16.99,34.71,No,185,2021-12-17
P00837,Lays Digestive Biscuits,Snacks,Snacks & Biscuits,Lays,160,15,1367,4.4,12.97,28.53,No,589,2022-10-24
P00841,Lux Shampoo,Personal Care,Bath & Body,Lux,116,5,240,3.4,32.12,25.15,No,329,2022-05-23
P00842,LocalFarm Orange,Fresh,Fruits & Vegetables,LocalFarm,117,15,2273,3.7,27.9,36.53,Yes,10,2022-05-22
P00845,Amul Gulab Jamun,Snacks,Chocolates & Sweets,Amul,361,0,227,4.3,16.05,28.44,No,313,2021-11-09
P00847,Dettol Dishwash Liquid,Household,Cleaning & Laundry,Dettol,181,0,623,4.3,14.9,32.89,No,386,2022-12-28
P00849,Pepsi Energy Drink,Beverages,Cold Drinks & Juices,Pepsi,143,15,950,4.8,5.51,39.67,No,460,2023-11-27
P00853,India Gate Masoor Dal,Staples,"Atta, Rice & Dal",India Gate,199,0,507,4.8,4.83,38.01,No,232,2023-08-08
P00859,India Gate Moong Dal,Staples,"Atta, Rice & Dal",India Gate,85,5,433,3.9,23.37,30.32,No,592,2020-07-24
P00861,Tata Sampann Brown Rice,Staples,"Atta, Rice & Dal",Tata Sampann,371,20,266,4.5,10.03,28.12,No,526,2023-12-19
P00862,FreshBasket Mango,Fresh,Fruits & Vegetables,FreshBasket,133,5,1381,3.8,24.46,39.17,Yes,9,2023-07-09
P00865,Fortune Sona Masoori Rice,Staples,"Atta, Rice & Dal",Fortune,194,10,416,4.2,16.36,26.15,No,266,2020-03-29
P00871,Heritage Brown Eggs,Fresh,Dairy & Eggs,Heritage,209,0,786,3.8,24.61,27.24,Yes,10,2023-02-17
P00873,Tata Sampann Atta,Staples,"Atta, Rice & Dal",Tata Sampann,110,5,1017,4.4,14.09,33.63,No,235,2023-12-07
P00880,Country Delight White Eggs,Fresh,Dairy & Eggs,Country Delight,37,5,1249,3.5,30.32,36.81,Yes,5,2021-09-25
P00887,Emami Healthy & Tasty Coconut Oil,Staples,Edible Oils & Ghee,Emami Healthy & Tasty,169,15,343,4.0,20.51,35.57,No,249,2021-07-27
P00889,24 Mantra Urad Dal,Staples,"Atta, Rice & Dal",24 Mantra,70,10,904,3.9,24.57,26.24,No,312,2022-06-21
P00890,Cadbury Gulab Jamun,Snacks,Chocolates & Sweets,Cadbury,473,20,524,3.6,30.63,29.76,No,238,2021-05-16
P00894,FarmFresh Spinach,Fresh,Fruits & Vegetables,FarmFresh,74,10,804,4.9,4.32,39.07,Yes,10,2022-05-30
P00900,Rin Bleach,Household,Cleaning & Laundry,Rin,540,20,184,3.3,36.24,37.19,No,350,2023-05-15
P00901,Sprite Apple Juice,Beverages,Cold Drinks & Juices,Sprite,68,20,312,3.8,25.09,35.47,No,494,2022-10-25
P00903,Saffola Rice Bran Oil,Staples,Edible Oils & Ghee,Saffola,261,20,823,3.5,31.31,35.72,No,627,2023-07-22
P00904,Parle Banana Chips,Snacks,Snacks & Biscuits,Parle,42,0,1522,4.8,4.31,28.76,No,282,2023-07-21
P00908,Sundrop Groundnut Oil,Staples,Edible Oils & Ghee,Sundrop,480,5,623,4.3,16.49,27.98,No,619,2020-09-20
P00912,Patanjali Chickpeas,Staples,"Atta, Rice & Dal",Patanjali,444,10,282,3.7,28.8,30.59,No,285,2020-08-15
P00914,Aavin Milk,Fresh,Dairy & Eggs,Aavin,48,15,2048,3.3,36.06,34.38,Yes,10,2023-07-21
P00915,Real Fruit Juice,Beverages,Cold Drinks & Juices,Real,22,5,1615,4.2,17.82,39.55,No,531,2021-12-11
P00918,Daawat Toor Dal,Staples,"Atta, Rice & Dal",Daawat,289,15,1027,4.1,19.2,37.1,No,357,2021-02-09
P00922,Organic India Tomato,Fresh,Fruits & Vegetables,Organic India,129,5,1545,3.6,28.65,34.43,Yes,7,2021-10-05
P00923,Reliance Fresh Capsicum,Fresh,Fruits & Vegetables,Reliance Fresh,22,10,1702,4.0,22.39,26.5,Yes,13,2020-05-15
P00926,FarmFresh Cabbage,Fresh,Fruits & Vegetables,FarmFresh,103,20,1992,3.6,28.06,39.73,Yes,14,2020-01-10
P00929,Mars Kaju Katli,Snacks,Chocolates & Sweets,Mars,174,10,1107,4.3,14.09,39.28,No,190,2020-10-11
P00930,Heritage Buttermilk,Fresh,Dairy & Eggs,Heritage,73,0,963,4.4,14.44,27.75,Yes,13,2020-01-11
P00933,B Natural Mixed Fruit Juice,Beverages,Cold Drinks & Juices,B Natural,145,10,635,4.5,11.45,38.62,No,483,2023-12-27
P00939,Harpic Floor Cleaner,Household,Cleaning & Laundry,Harpic,297,5,463,4.1,19.52,39.2,No,459,2022-01-27
P00940,Reliance Fresh Lady Finger,Fresh,Fruits & Vegetables,Reliance Fresh,128,5,1372,3.5,30.53,35.86,Yes,14,2022-10-07
P00943,Kohinoor Sona Masoori Rice,Staples,"Atta, Rice & Dal",Kohinoor,376,10,671,4.4,12.28,32.45,No,668,2021-09-17
P00946,Dodla Paneer,Fresh,Dairy & Eggs,Dodla,58,0,2156,3.2,38.04,35.64,Yes,8,2022-12-11
P00947,Ariel Fabric Softener,Household,Cleaning & Laundry,Ariel,182,10,467,4.0,22.2,25.15,No,443,2023-09-20
P00949,Kurkure Namkeen Mix,Snacks,Snacks & Biscuits,Kurkure,76,5,997,4.0,20.73,28.88,No,621,2022-01-06
P00950,Patanjali Sona Masoori Rice,Staples,"Atta, Rice & Dal",Patanjali,377,0,600,4.7,8.04,26.51,No,640,2022-12-15
P00951,Saffola Olive Oil,Staples,Edible Oils & Ghee,Saffola,419,15,688,3.9,24.98,35.36,No,222,2023-04-01
P00952,Scotch-Brite Kitchen Towels,Household,Kitchen Essentials,Scotch-Brite,261,15,496,4.8,6.38,35.67,No,188,2022-10-18
P00954,Britannia Cookies,Snacks,Snacks & Biscuits,Britannia,75,10,1481,3.4,33.47,39.92,No,540,2023-09-14
P00957,Real Orange Juice,Beverages,Cold Drinks & Juices,Real,99,5,1112,3.9,24.63,27.93,No,322,2023-10-31
P00958,Freedom Groundnut Oil,Staples,Edible Oils & Ghee,Freedom,284,10,492,3.3,35.7,30.57,No,367,2022-02-08
P00962,Mother Dairy Flavoured Milk,Fresh,Dairy & Eggs,Mother Dairy,115,20,850,4.6,9.7,29.64,Yes,5,2020-09-05
P00965,24 Mantra Multigrain Atta,Staples,"Atta, Rice & Dal",24 Mantra,62,20,1331,3.9,24.78,35.5,No,675,2021-01-11
P00976,Girnar Filter Coffee,Beverages,Tea & Coffee,Girnar,330,5,265,3.9,23.59,28.15,No,268,2023-04-07
P00977,LocalFarm Onion,Fresh,Fruits & Vegetables,LocalFarm,55,0,1938,4.5,11.7,27.04,Yes,10,2021-01-14
P00980,Heritage Milk,Fresh,Dairy & Eggs,Heritage,240,10,1594,3.6,30.11,38.98,Yes,7,2021-08-12
P00984,Coca-Cola Orange Juice,Beverages,Cold Drinks & Juices,Coca-Cola,46,0,1155,4.1,19.95,33.52,No,490,2021-04-11
P00987,FreshBasket Potato,Fresh,Fruits & Vegetables,FreshBasket,31,0,1672,4.6,8.23,38.1,Yes,7,2021-08-01
P00990,Cadbury Dark Chocolate,Snacks,Chocolates & Sweets,Cadbury,404,15,754,4.8,5.46,38.82,No,320,2022-12-02
P00993,Cadbury Kaju Katli,Snacks,Chocolates & Sweets,Cadbury,441,15,517,3.3,34.62,37.23,No,621,2022-12-26
P00995,Aavin White Eggs,Fresh,Dairy & Eggs,Aavin,139,0,1829,3.4,33.16,29.18,Yes,9,2022-12-31
